InternalID,ElementType,ElementID,ElementName,Language,CaptionType,Caption(Name),Caption(Desc)
5000626,Portlet,strat_alignment_scales,Alignment Scales,Spanish,Portlet Grid Columns,ID,
5000636,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Spanish,Portlet Grid Columns,ID,
5000742,Portlet,strat_items_related_kpi,Strategic Items related to KPI,Spanish,Portlet Grid Columns,ID del Item Estratégico,
5000653,Portlet,strat_kpi_measure_list2,KPI Measurements,Spanish,Portlet Grid Columns,ID Interna de la Medición,
5000633,Portlet,strat_kpi_target_list,KPI Targets,Spanish,Portlet Grid Columns,ID Interna de la Meta,
5000668,Portlet,strat_kpi_target_list2,KPI Targets,Spanish,Portlet Grid Columns,ID Interna de la Meta,
5000748,Portlet,strat_items_related_kpi,Strategic Items related to KPI,Spanish,Portlet Grid Columns,ID Interna del Item Estratégico,
5000662,Portlet,strat_measure_list,KPI Measurements,Spanish,Portlet Grid Columns,ID Interno de la Medición,
5000611,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,ID Item,
5000577,Process,strat_Metric_Initialize,Strategic Alignment Metric Initialize,Spanish,Process Step,Inicializar Métrica,
5000111,DynamicLookup,OBJECT_LOOKUP_STRAT_EVALUATION,Strategic Evaluation Instances,Spanish,Lookup Types,Instancias,Instancias
5000672,Portlet,strat_eval_cycle_results,Evaluation Cycle Results,Spanish,Portlet Grid Columns,Inversión / ID de la Métrica,
5000671,Portlet,strat_eval_cycle_results,Evaluation Cycle Results,Spanish,Portlet Grid Columns,Inversión / Nome de la Métrica,
5000134,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object Attributes,Inversiones,
5000135,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Attributes,Inversiones,
5000149,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Attributes,Inversiones,
5000084,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Inversión,
5000085,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Inversión,
5000103,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Inversión,
5000110,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Inversión,
5000476,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Sections,Métrica de Alineación de Inversiones,
5000477,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Sections,Métrica de Alineación de Inversiones,
5001265,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Attributes,Escopo Estratégico,
5001039,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Escopo Estratégico,
5001040,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Escopo Estratégico,
5001054,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Escopo Estratégico,
5001117,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Escopo Estratégico,
5001118,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Escopo Estratégico,
5001119,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Escopo Estratégico,
5001131,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Escopo Estratégico,
5001202,MasterObject,strat_scope,Strategic Scope,Portuguese,Objects,Escopo Estratégico,
5001231,Menu,odf.strat_scopeList,Strategic Scopes,Portuguese,Menu Actions,Escopo Estratégico,Lista de Strategic Scope
5000973,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object Attributes,Escopo Estratégico,
5000974,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Escopo Estratégico,
5000975,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Escopo Estratégico,
5000982,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Escopo Estratégico,
5000819,StaticLookup,STRAT_ITEM_TYPE,Strategic Item Type,Portuguese,Lookup Values,Estratégia,
5000482,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Sections,Métrica de Alineación de Inversiones,
5000534,DynamicLookup,OBJECT_LOOKUP_STRAT_ALIGN_METRIC,Investment Alignment Metric Instances,Spanish,Lookup Types,Instancias de Métricas de Alineación de Inversiones,Instancias de Métricas de Alineación de Inversiones
5000483,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,List Views,Métricas de Alineación de Inversiones,
5000922,Menu,odf.strat_eval_cycleList,Evaluation Cycles,Portuguese,Menu Items,Ciclos de Avaliação,Ciclos de Avaliação
5000795,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Portuguese,Lookup Values,Extraordinário,
5000799,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Portuguese,Lookup Values,Extremamente Alto,
5000790,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Portuguese,Lookup Values,Extremamente Baixo,
5001333,Process,strat_item_top_level,Strategic Item - Build Tree Flat,Portuguese,Process Actions,Encontrar o Nível Topo,
5001340,Process,strat_Metric_Initialize,Strategic Alignment Metric Initialize,Portuguese,Process Actions,Gerar Escala da Métrica,
5000930,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object View Sections,Geral,
5000537,Menu,odf.strat_align_metricList,Investment Alignment Metrics,Spanish,Menu Items,Métricas de Alineación de Inversiones,Métricas de Alineación de Inversiones
5000931,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,Object View Sections,Geral,
5000062,DynamicLookup,STRAT_ALIGNMENT_METRIC_QUESTION,Investment Alignment Metrics,Spanish,Lookup Types,Métricas de Alineación de Inversiones,Retorna la Pregunta de la Métrica de Alineación en vez del Nombre
5000886,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Sections,Geral,
5000089,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Evaluación de Inversión,
5000887,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Sections,Geral,
5000090,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Evaluación de Inversión,
5000091,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Evaluación de Inversión,
5001238,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Geral,
5001239,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Geral,
5000105,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Evaluación de Inversión,
5000097,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Evaluador de la Inversión,
5000098,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Evaluador de la Inversión,
5000109,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Evaluador de la Inversión,
5000086,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Nombre de la Inversión,
5000087,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Nombre de la Inversión,
5000088,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Nombre de la Inversión,
5000154,MasterObject,strat_eval_cycle,Evaluation Cycle,Spanish,Object View Attributes,Inversiones,
5000682,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Item Estratégico / Descripción del KPI,
5000732,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Item Estratégico / Descripción del KPI,
5000695,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Item Estratégico / Descripción del Proyecto,
5000719,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Item Estratégico / Descripción del Proyecto,
5000730,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Item Estratégico / ID KPI,
5000693,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Item Estratégico / ID Proyecto,
5000717,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Item Estratégico / ID Proyecto,
5000680,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Item Estratégico / IP KPI,
5000679,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Item Estratégico / Nombre del KPI,
5000729,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Item Estratégico / Nombre del KPI,
5000692,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Item Estratégico / Nombre del Proyecto,
5000716,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Item Estratégico / Nombre del Proyecto,
5000635,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Spanish,Portlet Grid Columns,Item Estratégico / Proyecto,
5000292,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Nivel del Item,
5000306,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Nivel del Item,
5000258,MasterObject,strategic_item,Strategic Item,Spanish,Object Attributes,Ítem Superior,
5000260,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Ítem Superior,
5000313,Menu,odf.strategic_itemList,Strategic Items,Spanish,Menu Actions,Ítems Estratégicos,Ítems Estratégicos
5000338,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Instrucciones de Cálculo del KPI,
5000339,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Instrucciones de Cálculo del KPI,
5000340,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Instrucciones de Cálculo del KPI,
5000363,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Instrucciones de Cálculo del KPI,
5000341,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Descripción del KPI,
5000342,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Descripción del KPI,
5000343,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Descripción del KPI,
5000356,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Descripción del KPI,
5000314,MasterObject,strat_kpi,Strategic KPI,Spanish,Objects,KPI Estratégico,Indicador Clave de Desempeño Estratégico
5000396,MasterObject,strat_kpi,Strategic KPI,Spanish,Objects,Medición del KPI,
5000405,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,Medición del KPI,
5000407,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,Medición del KPI,
5000413,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,Medición del KPI,
5000414,MasterObject,strat_kpi,Strategic KPI,Spanish,List Views,Mediciones del KPI,
5000598,Query,strat_kpi_measure_list,KPI Measurements,Spanish,Queries,Mediciones del KPI,
5000599,Query,strat_kpi_measure_list2,KPI Measurements,Spanish,Queries,Mediciones del KPI,Mediciones del KPI
5000657,Portlet,strat_kpi_measure_list2,KPI Measurements,Spanish,Portlets,Mediciones del KPI,
5000663,Portlet,strat_measure_list,KPI Measurements,Spanish,Portlets,Mediciones del KPI,
5000295,MasterObject,strategic_item,Strategic Item,Spanish,Object View Sections,Monitoreo de KPIs,
5000344,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Frecuencia del KPI,
5000345,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Frecuencia del KPI,
5000346,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Frecuencia del KPI,
5001274,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Geral,
5001275,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Geral,
5001309,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object View Sections,Geral,
5001310,MasterObject,strat_dim,Strategic Dimension,Portuguese,Object View Sections,Geral,
5000833,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Sections,Geral,
5000834,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Sections,Geral,
5000996,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Sections,Geral,
5000997,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Sections,Geral,
5001084,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Geral,
5001085,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Geral,
5001140,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Geral,
5001141,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Geral,
5001167,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Geral,
5001168,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Geral,
5001208,MasterObject,strat_scope,Strategic Scope,Portuguese,Object View Sections,Geral,
5001209,MasterObject,strat_scope,Strategic Scope,Portuguese,Object View Sections,Geral,
5000955,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Sections,Geral,
5000956,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Sections,Geral,
5001539,Group,strat_Manager,Strategy Manager - Deprecated,Portuguese,Groups,Gerente de Estratégia,
5001370,Query,strat_persp_kpis,Perspective Hierarchy with KPIs,Portuguese,Queries,Hierarquia da Perspectiva com KPIs,
5001504,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Portuguese,Portlets,Hierarquia da Perspectiva com KPIs,
5001492,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Portuguese,Portlets,Hierarquia da Perspectiva com Projetos,
5001455,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Portuguese,Portlets,Hierarquia do Item Estratégico com KPIs,
5001475,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Portuguese,Portlets,Hierarquia do Item Estratégico com Projetos,
5000903,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object Attributes,Hierarquia Estratégica,
5000904,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Hierarquia Estratégica,
5000907,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Hierarquia Estratégica,
5000915,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Hierarquia Estratégica,
5001037,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Hierarquia Estratégica,
5001038,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Hierarquia Estratégica,
5001359,Query,strat_Hierarchy_KPIs,Strategic Hierarchy with KPIs,Portuguese,Queries,Hierarquia Estratégica com KPIs,
5001386,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlets,Hierarquia Estratégica com KPIs,
5001373,Query,strat_Hierarchy_Projects,Strategic Hierarchy with Projects,Portuguese,Queries,Hierarquia Estratégica com Projetos,
5001415,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlets,Hierarquia Estratégica com Projetos,
5000364,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Frecuencia del KPI,
5000347,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Señal del KPI,
5000348,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Señal del KPI,
5000349,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Señal del KPI,
5000365,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Señal del KPI,
5000252,MasterObject,strategic_item,Strategic Item,Spanish,Object Attributes,Status del KPI,
5000253,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Status del KPI,
5000254,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Status del KPI,
5000298,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Status del KPI,
5000350,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Status del KPI,
5001341,Process,strat_Metric_Initialize,Strategic Alignment Metric Initialize,Portuguese,Process Step,Inicializar Métrica,
5001342,Process,strat_Metric_Initialize,Strategic Alignment Metric Initialize,Portuguese,Process,Inicializar Métrica de Alinhamento Estratégico,
5000816,StaticLookup,STRAT_CYCLE_ACTION,Cycle Action,Portuguese,Lookup Values,Iniciar,
5000812,StaticLookup,STRAT_ITEM_LEVEL,Strategic Item Level,Portuguese,Lookup Values,Iniciativa Estratégica,
5000351,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5000944,DynamicLookup,OBJECT_LOOKUP_STRAT_BSC_PERSP,BSC Perspective Instances,Portuguese,Lookup Types,Instâncias de BSC Perspective,Instâncias de BSC Perspective
5000352,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5000919,DynamicLookup,OBJECT_LOOKUP_STRAT_EVAL_CYCLE,Evaluation Cycle Instances,Portuguese,Lookup Types,Instâncias de Evaluation Cycle,Instâncias de Evaluation Cycle
5000359,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5001298,DynamicLookup,OBJECT_LOOKUP_STRAT_ALIGN_METRIC,Investment Alignment Metric Instances,Portuguese,Lookup Types,Instâncias de Investment Alignment Metric,Instâncias de Investment Alignment Metric
5000388,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Status del KPI,
5000389,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5001328,DynamicLookup,OBJECT_LOOKUP_STRAT_DIM,Strategic Dimension Instances,Portuguese,Lookup Types,Instâncias de Strategic Dimension,Instâncias de Strategic Dimension
5000875,DynamicLookup,OBJECT_LOOKUP_STRAT_EVALUATION,Strategic Evaluation Instances,Portuguese,Lookup Types,Instâncias de Strategic Evaluation,Instâncias de Strategic Evaluation
5000390,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5000415,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Status del KPI,
5000416,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5000417,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5000425,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5000429,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Status del KPI,
5000369,MasterObject,strat_kpi,Strategic KPI,Spanish,Objects,Meta del KPI,
5000378,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,Meta del KPI,
5000380,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,Meta del KPI,
5000386,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Sections,Meta del KPI,
5000387,MasterObject,strat_kpi,Strategic KPI,Spanish,List Views,Metas del KPI,
5000597,Query,strat_kpi_target_list,KPI Targets,Spanish,Queries,Metas del KPI,
5000600,Query,strat_kpi_target_list2,KPI Targets,Spanish,Queries,Metas del KPI,
5000634,Portlet,strat_kpi_target_list,KPI Targets,Spanish,Portlets,Metas del KPI,
5001073,DynamicLookup,OBJECT_LOOKUP_STRATEGIC_ITEM,Strategic Item Instances,Portuguese,Lookup Types,Instâncias de Strategic Item,Instâncias de Strategic Item
5001197,DynamicLookup,OBJECT_LOOKUP_STRAT_KPI,Strategic KPI Instances,Portuguese,Lookup Types,Instâncias de Strategic KPI,Instâncias de Strategic KPI
5001227,DynamicLookup,OBJECT_LOOKUP_STRAT_SCOPE,Strategic Scope Instances,Portuguese,Lookup Types,Instâncias de Strategic Scope,Instâncias de Strategic Scope
5000985,DynamicLookup,OBJECT_LOOKUP_STRAT_TREE_FLAT,Strategic Tree Flat Instances,Portuguese,Lookup Types,Instâncias de Strategic Tree Flat,Instâncias de Strategic Tree Flat
5001102,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Instruções de Cálculo do KPI,
5001103,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Instruções de Cálculo do KPI,
5001104,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Instruções de Cálculo do KPI,
5001127,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Instruções de Cálculo do KPI,
5000848,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object Attributes,Investimento,
5000849,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Investimento,
5000867,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Investimento,
5000874,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Investimento,
5000898,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object Attributes,Investimentos,
5000899,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Investimentos,
5000669,Portlet,strat_kpi_target_list2,KPI Targets,Spanish,Portlets,Metas del KPI,
5000758,Portlet,strat_kpi_measurements,Strategic KPI Measurements,Spanish,Portlet Graph Axes,Valor del KPI,
5000753,Portlet,strat_kpi_followup,Strategic KPI Target follow up,Spanish,Portlet Graph Axes,Valor del KPI,
5000287,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes Instr,KPIs se usan para monitorear el desempeño de nuestro plan estratégico,
5000301,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes Instr,KPIs se usan para monitorear el desempeño de nuestro plan estratégico,
5000603,Query,strat_kpi_strategic_item,KPIs by Strategic Item,Spanish,Queries,KPIs por Item Estratégico,
5000437,Menu,odf.strat_kpiList,Strategic KPIs,Spanish,Menu Actions,KPIs Estratégicos,Strategic KPI Lista
5000776,Group,strat_local_planner,Department Strategy Planner,Spanish,Groups,Planificador de la Estrategia Local,
5000587,Process,strat_Control,Strategy Control,Spanish,Process Actions,Logout,
5000580,Process,strat_Control,Strategy Control,Spanish,Process Actions,Logout XOG,
5000039,StaticLookup,STRAT_METRIC_SIGN,Strategic Metric Sign,Spanish,Lookup Values,Mas bajo es Mejor,
5000762,Portlet,strat_kpi_measurements2,Strategic KPI Measurements,Spanish,Portlet Graph Axes,Medición,
5000418,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Fecha de la Medición,
5001374,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Nome do Item,
5001375,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,ID do Item,
5001376,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Descrição do Item,
5001377,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Nome do Escopo,
5000419,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de la Medición,
5000913,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Investimentos,
5000918,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Investimentos,
5001301,Menu,odf.strat_align_metricList,Investment Alignment Metrics,Portuguese,Menu Items,Métricas de Alinhamento,Métricas de Alinhamento
5000826,DynamicLookup,STRAT_ALIGNMENT_METRIC_QUESTION,Investment Alignment Metrics,Portuguese,Lookup Types,Métricas de Alinhamento,Retorna a Pergunta da Métrica de Alinhamento de Investimento em vez do Nome
5000990,MasterObject,strategic_item,Strategic Item,Portuguese,Objects,Item Estratégico,
5000825,DynamicLookup,STRAT_ITEMS_LEVEL1,Strategic Item (Level 1),Portuguese,Lookup Types,Item Estratégico (Nível 1),
5001378,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Perspectiva,
5000965,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object Attributes,Item Filho,
5000966,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Item Filho,
5000977,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Item Filho,
5000984,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Item Filho,
5001070,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Nível do Item,
5001022,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Item Pai,
5001023,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Item Pai,
5001024,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Item Pai,
5001057,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Item Pai,
5000969,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object Attributes,Item Pai,
5000970,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Item Pai,
5000423,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de la Medición,
5000431,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Fecha de la Medición,
5000420,MasterObject,strat_kpi,Strategic KPI,Spanish,Object Attributes,Valor de la Medición,
5000421,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Valor de la Medición,
5000422,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Valor de la Medición,
5000424,MasterObject,strat_kpi,Strategic KPI,Spanish,Object View Attributes,Valor de la Medición,
5000761,Portlet,strat_kpi_measurements2,Strategic KPI Measurements,Spanish,Portlet Graph Items,Valor de la Medición,
5000766,Portlet,strat_kpi_followup2,Strategic KPI Target follow up,Spanish,Portlet Graph Items,Valor de la Medición,
5000756,Portlet,strat_kpi_measurements,Strategic KPI Measurements,Spanish,Portlet Graph Items,Valor de la Medición,
5000751,Portlet,strat_kpi_followup,Strategic KPI Target follow up,Spanish,Portlet Graph Items,Valor de la Medición,
5000618,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Medición,
5000688,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Medición del KPI,
5000736,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Medición del KPI,
5000617,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Meta,
5000687,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Meta del KPI,
5000735,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Meta del KPI,
5000092,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Métrica,
5000093,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Métrica,
5000104,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Métrica,
5000108,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Métrica,
5000486,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object Attributes,Descripción de la Métrica,
5000487,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Descripción de la Métrica,
5000488,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Descripción de la Métrica,
5000497,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Descripción de la Métrica,
5000094,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object Attributes,Nombre de la Métrica,
5000095,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Nombre de la Métrica,
